"delta","S","n_crossings","structure","regime","action_set","v_min","v_max","H_left","H_right"
0.03,61,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0017
0.03,62,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0018
0.03,63,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0018
0.03,64,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0018
0.03,65,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0019
0.03,66,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0019
0.03,67,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0019
0.03,68,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0019
0.03,69,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.002
0.03,70,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.002
0.03,71,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.002
0.03,72,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0021
0.03,73,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0021
0.03,74,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0021
0.03,75,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0021
0.03,76,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0022
0.03,77,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0022
0.03,78,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0022
0.03,79,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0023
0.03,80,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0023
0.03,81,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0023
0.03,82,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0024
0.03,83,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0024
0.03,84,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0024
0.03,85,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0024
0.03,86,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0025
0.03,87,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0025
0.03,88,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0025
0.03,89,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0026
0.03,90,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0026
0.03,91,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0026
0.03,92,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0026
0.03,93,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0027
0.03,94,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0027
0.03,95,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0027
0.03,96,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0028
0.03,97,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0028
0.03,98,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0028
0.03,99,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0028
0.03,100,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0029
0.03,101,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0029
0.03,102,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0029
0.03,103,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.003
0.03,104,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.003
0.03,105,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.003
0.03,106,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.003
0.03,107,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0031
0.03,108,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0031
0.03,109,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0031
0.03,110,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0032
0.03,111,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0032
0.03,112,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0032
0.03,113,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0032
0.03,114,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0033
0.03,115,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0033
0.03,116,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0033
0.03,117,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0034
0.03,118,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0034
0.03,119,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0034
0.03,120,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0034
0.03,121,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0035
0.03,122,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0035
0.03,123,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0035
0.03,124,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0036
0.03,125,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0036
0.03,126,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0036
0.03,127,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0036
0.03,128,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0037
0.03,129,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0037
0.03,130,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0037
0.03,131,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0038
0.03,132,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0038
0.03,133,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0038
0.03,134,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0038
0.03,135,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0039
0.03,136,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0039
0.03,137,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0039
0.03,138,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.004
0.03,139,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.004
0.03,140,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.004
0.03,141,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.004
0.03,142,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0041
0.03,143,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0041
0.03,144,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0041
0.03,145,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0042
0.03,146,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0042
0.03,147,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0042
0.03,148,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0042
0.03,149,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0043
0.03,150,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0043
0.03,151,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0043
0.03,152,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0044
0.03,153,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0044
0.03,154,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0044
0.03,155,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0044
0.03,156,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0045
0.03,157,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0045
0.03,158,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0045
0.03,159,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0046
0.03,160,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0046
0.03,161,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0046
0.03,162,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0046
0.03,163,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0047
0.03,164,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0047
0.03,165,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0047
0.03,166,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0048
0.03,167,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0048
0.03,168,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0048
0.03,169,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0048
0.03,170,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0049
0.03,171,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0049
0.03,172,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0049
0.03,173,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.005
0.03,174,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.005
0.03,175,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.005
0.03,176,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.005
0.03,177,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0051
0.03,178,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0051
0.03,179,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0051
0.03,180,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0052
0.03,181,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0052
0.03,182,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0052
0.03,183,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0052
0.03,184,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0053
0.03,185,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0053
0.03,186,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0053
0.03,187,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0053
0.03,188,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0054
0.03,189,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0054
0.03,190,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0054
0.03,191,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0055
0.03,192,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0055
0.03,193,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0055
0.03,194,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0055
0.03,195,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0056
0.03,196,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0056
0.03,197,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0056
0.03,198,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0057
0.03,199,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0057
0.03,200,0,"All action","Low penalty","[-10,10]",-10,10,1.3638,0.0057
0.04,2,0,"All action","Low penalty","[-10,10]",-10,10,1.2193,1e-04
0.04,3,0,"All action","Low penalty","[-10,10]",-10,10,1.2193,1e-04
0.04,4,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,1e-04
0.04,5,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,1e-04
0.04,6,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,2e-04
0.04,7,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,2e-04
0.04,8,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,2e-04
0.04,9,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,3e-04
0.04,10,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,3e-04
0.04,11,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,3e-04
0.04,12,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,3e-04
0.04,13,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,4e-04
0.04,14,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,4e-04
0.04,15,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,4e-04
0.04,16,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,5e-04
0.04,17,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,5e-04
0.04,18,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,5e-04
0.04,19,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,5e-04
0.04,20,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,6e-04
0.04,21,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,6e-04
0.04,22,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,6e-04
0.04,23,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,7e-04
0.04,24,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,7e-04
0.04,25,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,7e-04
0.04,26,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,7e-04
0.04,27,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,8e-04
0.04,28,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,8e-04
0.04,29,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,8e-04
0.04,30,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,9e-04
0.04,31,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,9e-04
0.04,32,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,9e-04
0.04,33,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,9e-04
0.04,34,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.001
0.04,35,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.001
0.04,36,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.001
0.04,37,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0011
0.04,38,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0011
0.04,39,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0011
0.04,40,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0011
0.04,41,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0012
0.04,42,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0012
0.04,43,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0012
0.04,44,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0013
0.04,45,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0013
0.04,46,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0013
0.04,47,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0013
0.04,48,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0014
0.04,49,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0014
0.04,50,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0014
0.04,51,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0015
0.04,52,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0015
0.04,53,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0015
0.04,54,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0015
0.04,55,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0016
0.04,56,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0016
0.04,57,0,"All action","Low penalty","[-10,10]",-10,10,1.2194,0.0016
