"delta","S","n_crossings","structure","regime","action_set","v_min","v_max","H_left","H_right"
0.47,69,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.002
0.47,70,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.002
0.47,71,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.002
0.47,72,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0021
0.47,73,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0021
0.47,74,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0021
0.47,75,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0021
0.47,76,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0022
0.47,77,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0022
0.47,78,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0022
0.47,79,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0023
0.47,80,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0023
0.47,81,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0023
0.47,82,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0024
0.47,83,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0024
0.47,84,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0024
0.47,85,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0024
0.47,86,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0025
0.47,87,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0025
0.47,88,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0025
0.47,89,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0026
0.47,90,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0026
0.47,91,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0026
0.47,92,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0026
0.47,93,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0027
0.47,94,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0027
0.47,95,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0027
0.47,96,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0028
0.47,97,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0028
0.47,98,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0028
0.47,99,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0028
0.47,100,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0029
0.47,101,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0029
0.47,102,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0029
0.47,103,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.003
0.47,104,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.003
0.47,105,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.003
0.47,106,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.003
0.47,107,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0031
0.47,108,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0031
0.47,109,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0031
0.47,110,1,"Single upper tail","Moderate/high penalty","[-1.47, ∞)",-10,10,-125.7318,0.0032
0.47,111,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0032
0.47,112,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0032
0.47,113,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0032
0.47,114,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0033
0.47,115,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0033
0.47,116,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0033
0.47,117,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0034
0.47,118,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0034
0.47,119,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0034
0.47,120,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0034
0.47,121,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0035
0.47,122,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0035
0.47,123,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0035
0.47,124,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0036
0.47,125,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0036
0.47,126,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0036
0.47,127,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0036
0.47,128,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0037
0.47,129,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0037
0.47,130,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0037
0.47,131,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0038
0.47,132,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0038
0.47,133,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0038
0.47,134,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0038
0.47,135,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0039
0.47,136,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0039
0.47,137,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0039
0.47,138,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.004
0.47,139,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.004
0.47,140,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.004
0.47,141,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.004
0.47,142,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0041
0.47,143,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0041
0.47,144,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0041
0.47,145,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0042
0.47,146,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0042
0.47,147,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0042
0.47,148,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0042
0.47,149,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0043
0.47,150,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0043
0.47,151,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0043
0.47,152,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0044
0.47,153,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0044
0.47,154,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0044
0.47,155,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0044
0.47,156,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0045
0.47,157,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0045
0.47,158,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0045
0.47,159,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0046
0.47,160,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0046
0.47,161,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0046
0.47,162,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0046
0.47,163,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0047
0.47,164,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0047
0.47,165,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0047
0.47,166,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0048
0.47,167,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0048
0.47,168,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0048
0.47,169,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0048
0.47,170,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0049
0.47,171,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0049
0.47,172,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0049
0.47,173,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.005
0.47,174,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.005
0.47,175,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.005
0.47,176,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.005
0.47,177,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0051
0.47,178,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0051
0.47,179,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0051
0.47,180,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0052
0.47,181,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0052
0.47,182,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0052
0.47,183,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0052
0.47,184,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0053
0.47,185,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0053
0.47,186,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0053
0.47,187,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0053
0.47,188,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0054
0.47,189,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0054
0.47,190,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0054
0.47,191,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0055
0.47,192,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0055
0.47,193,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0055
0.47,194,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0055
0.47,195,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0056
0.47,196,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0056
0.47,197,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0056
0.47,198,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0057
0.47,199,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0057
0.47,200,1,"Single upper tail","Moderate/high penalty","[-1.48, ∞)",-10,10,-125.7318,0.0057
0.48,2,1,"Single upper tail","Moderate/high penalty","[-0.68, ∞)",-10,10,-140.0509,1e-04
0.48,3,1,"Single upper tail","Moderate/high penalty","[-1.01, ∞)",-10,10,-140.0509,1e-04
0.48,4,1,"Single upper tail","Moderate/high penalty","[-1.13, ∞)",-10,10,-140.0509,1e-04
0.48,5,1,"Single upper tail","Moderate/high penalty","[-1.20, ∞)",-10,10,-140.0508,1e-04
0.48,6,1,"Single upper tail","Moderate/high penalty","[-1.24, ∞)",-10,10,-140.0508,2e-04
0.48,7,1,"Single upper tail","Moderate/high penalty","[-1.27, ∞)",-10,10,-140.0508,2e-04
0.48,8,1,"Single upper tail","Moderate/high penalty","[-1.29, ∞)",-10,10,-140.0508,2e-04
0.48,9,1,"Single upper tail","Moderate/high penalty","[-1.31, ∞)",-10,10,-140.0508,3e-04
0.48,10,1,"Single upper tail","Moderate/high penalty","[-1.32, ∞)",-10,10,-140.0508,3e-04
0.48,11,1,"Single upper tail","Moderate/high penalty","[-1.33, ∞)",-10,10,-140.0508,3e-04
0.48,12,1,"Single upper tail","Moderate/high penalty","[-1.34, ∞)",-10,10,-140.0508,3e-04
0.48,13,1,"Single upper tail","Moderate/high penalty","[-1.35, ∞)",-10,10,-140.0508,4e-04
0.48,14,1,"Single upper tail","Moderate/high penalty","[-1.35, ∞)",-10,10,-140.0508,4e-04
0.48,15,1,"Single upper tail","Moderate/high penalty","[-1.36, ∞)",-10,10,-140.0508,4e-04
0.48,16,1,"Single upper tail","Moderate/high penalty","[-1.36, ∞)",-10,10,-140.0508,5e-04
0.48,17,1,"Single upper tail","Moderate/high penalty","[-1.37, ∞)",-10,10,-140.0508,5e-04
0.48,18,1,"Single upper tail","Moderate/high penalty","[-1.37, ∞)",-10,10,-140.0508,5e-04
0.48,19,1,"Single upper tail","Moderate/high penalty","[-1.37, ∞)",-10,10,-140.0508,5e-04
0.48,20,1,"Single upper tail","Moderate/high penalty","[-1.38, ∞)",-10,10,-140.0508,6e-04
0.48,21,1,"Single upper tail","Moderate/high penalty","[-1.38, ∞)",-10,10,-140.0508,6e-04
0.48,22,1,"Single upper tail","Moderate/high penalty","[-1.38, ∞)",-10,10,-140.0508,6e-04
0.48,23,1,"Single upper tail","Moderate/high penalty","[-1.38, ∞)",-10,10,-140.0508,7e-04
0.48,24,1,"Single upper tail","Moderate/high penalty","[-1.39, ∞)",-10,10,-140.0508,7e-04
0.48,25,1,"Single upper tail","Moderate/high penalty","[-1.39, ∞)",-10,10,-140.0508,7e-04
0.48,26,1,"Single upper tail","Moderate/high penalty","[-1.39, ∞)",-10,10,-140.0508,7e-04
0.48,27,1,"Single upper tail","Moderate/high penalty","[-1.39, ∞)",-10,10,-140.0508,8e-04
0.48,28,1,"Single upper tail","Moderate/high penalty","[-1.39, ∞)",-10,10,-140.0508,8e-04
0.48,29,1,"Single upper tail","Moderate/high penalty","[-1.39, ∞)",-10,10,-140.0508,8e-04
0.48,30,1,"Single upper tail","Moderate/high penalty","[-1.39, ∞)",-10,10,-140.0508,9e-04
0.48,31,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-140.0508,9e-04
0.48,32,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-140.0508,9e-04
0.48,33,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-140.0508,9e-04
0.48,34,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-140.0508,0.001
0.48,35,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-140.0508,0.001
0.48,36,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-140.0508,0.001
0.48,37,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-140.0508,0.0011
0.48,38,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-140.0508,0.0011
0.48,39,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-140.0508,0.0011
0.48,40,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-140.0508,0.0011
0.48,41,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-140.0508,0.0012
0.48,42,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-140.0508,0.0012
0.48,43,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-140.0508,0.0012
0.48,44,1,"Single upper tail","Moderate/high penalty","[-1.40, ∞)",-10,10,-140.0508,0.0013
0.48,45,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0013
0.48,46,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0013
0.48,47,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0013
0.48,48,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0014
0.48,49,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0014
0.48,50,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0014
0.48,51,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0015
0.48,52,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0015
0.48,53,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0015
0.48,54,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0015
0.48,55,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0016
0.48,56,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0016
0.48,57,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0016
0.48,58,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0017
0.48,59,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0017
0.48,60,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0017
0.48,61,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0017
0.48,62,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0018
0.48,63,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0018
0.48,64,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0018
0.48,65,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0019
0.48,66,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0019
0.48,67,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0019
0.48,68,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0019
0.48,69,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.002
0.48,70,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.002
0.48,71,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.002
0.48,72,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0021
0.48,73,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0021
0.48,74,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0021
0.48,75,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0021
0.48,76,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0022
0.48,77,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0022
0.48,78,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0022
0.48,79,1,"Single upper tail","Moderate/high penalty","[-1.41, ∞)",-10,10,-140.0508,0.0023
0.48,80,1,"Single upper tail","Moderate/high penalty","[-1.42, ∞)",-10,10,-140.0508,0.0023
0.48,81,1,"Single upper tail","Moderate/high penalty","[-1.42, ∞)",-10,10,-140.0508,0.0023
0.48,82,1,"Single upper tail","Moderate/high penalty","[-1.42, ∞)",-10,10,-140.0508,0.0024
0.48,83,1,"Single upper tail","Moderate/high penalty","[-1.42, ∞)",-10,10,-140.0508,0.0024
0.48,84,1,"Single upper tail","Moderate/high penalty","[-1.42, ∞)",-10,10,-140.0508,0.0024
0.48,85,1,"Single upper tail","Moderate/high penalty","[-1.42, ∞)",-10,10,-140.0508,0.0024
0.48,86,1,"Single upper tail","Moderate/high penalty","[-1.42, ∞)",-10,10,-140.0508,0.0025
0.48,87,1,"Single upper tail","Moderate/high penalty","[-1.42, ∞)",-10,10,-140.0508,0.0025
0.48,88,1,"Single upper tail","Moderate/high penalty","[-1.42, ∞)",-10,10,-140.0508,0.0025
0.48,89,1,"Single upper tail","Moderate/high penalty","[-1.42, ∞)",-10,10,-140.0508,0.0026
0.48,90,1,"Single upper tail","Moderate/high penalty","[-1.42, ∞)",-10,10,-140.0508,0.0026
